zaroni,location,total_sqft,society,status,transaction,furnishing,parking,bath,price
17972,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
17973,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
17974,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
17975,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
17976,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
17977,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
17978,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
17979,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
17980,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
17981,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
17982,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
17983,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
17984,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
17985,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
17986,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
17987,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
17988,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
17989,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
17990,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
17991,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
17992,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
17993,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
17994,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
17995,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
17996,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
17997,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
17998,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
17999,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
18000,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
18001,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
18002,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
18003,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
18004,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
18005,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
18006,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
18007,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
18008,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
18009,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
18010,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
18011,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
18012,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
18013,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
18014,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
18015,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
18016,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
18017,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
18018,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
18019,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
18020,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
18021,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
18022,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
18023,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
18024,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
18025,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
18026,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
18027,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
18028,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
18029,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
18030,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
18031,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
18032,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
18033,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
18034,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
18035,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
18036,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
18037,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
18038,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
18039,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
18040,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
18041,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
18042,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
18043,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
18044,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
18045,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
18046,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
18047,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
18048,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
18049,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
18050,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
18051,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
18052,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
18053,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
18054,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
18055,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
18056,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
18057,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
18058,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
18059,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
18060,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
18061,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
18062,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
18063,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
18064,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
18065,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
18066,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
18067,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
18068,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
18069,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
18070,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
18071,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
18072,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
18073,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
18074,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
18075,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
18076,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
18077,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
18078,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
18079,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
18080,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
18081,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
18082,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
18083,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
18084,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
18085,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
18086,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
18087,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
18088,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
18089,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
18090,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
18091,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
18092,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
18093,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
18094,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
18095,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
18096,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
18097,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
18098,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
18099,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
18100,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
18101,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
18102,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
18103,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
18104,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
18105,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
18106,1 BHK Apartment for Sale in Vikhroli Mumbai,495 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,1 Covered,1,1.90 Cr 
18107,3 BHK Apartment for Sale in Vikhroli Mumbai,1269 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,3,5.50 Cr 
18108,2 BHK Apartment for Sale in Vikhroli Mumbai,675 sqft,Mayfair Hillcrest,Ready to Move,Resale,Unfurnished,"1 Covered,",2,1.52 Cr 
18109,2 BHK Apartment for Sale in Vikhroli Mumbai,602 sqft,Blumen,Ready to Move,Resale,Unfurnished,1 Covered,2,1.40 Cr 
18110,2 BHK Apartment for Sale in Vikhroli Mumbai,795 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,1 Covered,1,3.45 Cr 
18111,1 BHK Apartment for Sale in Vikhroli Mumbai,573 sqft,Swastik Pearl,Ready to Move,New Property,Unfurnished,1 Covered,2,78 Lac 
18112,2 BHK Apartment for Sale in Vikhroli Mumbai,619 sqft,Mayfair The View,Ready to Move,Resale,Unfurnished,1 Covered,2,1.58 Cr 
18113,3 BHK Apartment for Sale in Vikhroli Mumbai,1122 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,2 Covered,3,4.75 Cr 
18114,1 BHK Apartment for Sale in Vikhroli Mumbai,432 sqft,Adityaraj One,ConstructionPoss. by Jun '25,New Property,Unfurnished,1 Covered,1,89 Lac 
18115,1 BHK Apartment for Sale in Vikhroli Mumbai,419 sqft,Adityaraj Shivraj CHS,ConstructionPoss. by Jun '25,New Property,Unfurnished,,2,77 Lac 
18116,1 BHK Apartment for Sale in Vikhroli Mumbai,377 sqft,,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,66 Lac 
18117,2 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,New Property,Semi-Furnished,,2,2.65 Cr 
18118,2 BHK Apartment for Sale in Vikhroli Mumbai,760 sqft,Godrej The Trees,Ready to Move,Resale,Unfurnished,,2,3.30 Cr 
18119,4 BHK Apartment for Sale in Vikhroli Mumbai,1400 sqft,Godrej The Trees,Ready to Move,Resale,Semi-Furnished,2 Covered,4,9 Cr 
18120,1 BHK Apartment for Sale in Vikhroli Mumbai,399 sqft,Om Dhanlaxmi Heights,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,1,86.5 Lac 
18121,2 BHK Apartment for Sale in Vikhroli Mumbai,629 sqft,Mayfair The View,Ready to Move,New Property,Unfurnished,1 Covered,2,1.55 Cr 
18122,1 BHK Apartment for Sale in Vikhroli Mumbai,425 sqft,Bluman,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Covered,1,99 Lac 
18123,2 BHK Apartment for Sale in Vikhroli Mumbai,550 sqft,Shraddha Prestige,Ready to Move,Resale,Unfurnished,1 Covered,2,1.15 Cr 
18124,1 BHK Apartment for Sale in Vikhroli Mumbai,392 sqft,GS 47th Avenue,Ready to Move,New Property,Semi-Furnished,,2,94 Lac 
18125,2 BHK Apartment for Sale in Vikhroli Mumbai,533 sqft,Shivraj CHS,ConstructionPoss. by Dec '23,New Property,Unfurnished,1 Open,2,88 Lac 
18126,2 BHK Apartment for Sale in Vikhroli Mumbai,589 sqft,Suswagatam CHS Adityaraj Landmark,ConstructionPoss. by Mar '26,New Property,Unfurnished,,2,1.35 Cr 
18127,3 BHK Apartment for Sale in Vikhroli Mumbai,1100 sqft,Godrej The Trees,Ready to Move,New Property,Unfurnished,2 Covered,2,5.50 Cr 
18128,2 BHK Apartment for Sale in Vikhroli Mumbai,770 sqft,Raj Legacy,Ready to Move,Resale,Unfurnished,1 Covered,2,1.95 Cr 
18129,3 BHK Apartment for Sale in Vikhroli Mumbai,1390 sqft,,Ready to Move,Resale,Unfurnished,"2 Covered,",3,4.50 Cr 
18130,2 BHK Apartment for Sale in Vikhroli Mumbai,540 sqft,Lodha Codename Evergreen,ConstructionPoss. by Dec '25,New Property,Unfurnished,1 Covered,2,1.35 Cr 
18131,1 BHK Apartment for Sale in Vikhroli Mumbai,,Adarsh Avenue,Ready to Move,Resale,Furnished,,2,86 Lac 
18132,3 BHK Apartment for Sale in Vikhroli Mumbai,,Godrej Platinum,Ready to Move,Resale,Unfurnished,,3,6 Cr 
18133,2 BHK Apartment for Sale in Vikhroli Mumbai,527 sqft,Swastik Emerald,Ready to Move,New Property,Unfurnished,,2,1.32 Cr 
18134,2 BHK Apartment for Sale in Vikhroli Mumbai,615 sqft,Eastern Groves,ConstructionPoss. by Jun '24,New Property,Unfurnished,1 Covered,2,1.18 Cr 
18135,1 BHK Apartment for Sale in Vikhroli Mumbai,386 sqft,Adityaraj Avenue,ConstructionPoss. by Aug '23,New Property,Unfurnished,,2,65.1 Lac 
